text,label
人民幣对美元汇率中间价报6.5578 升值18点,1
人行对境外行徵收存款准备金 中金：有助稳汇市,1
人行：房价回落有利经济发展,1
亿纬鋰能开盘涨停 定增6亿上马动力鋰电池,1
亿资石油：库存再增 油价深“V反转”,1
今年国企重组整合力度将加大,1
今日“V型”更比昨日强 后市反弹有望创阶段新高,1
今日两大行业利好大盘点(附股),1
今日沪指涨0.88% 农林牧渔行业涨幅最大,1
今日股市最新消息 沪指V型反转收涨0.88%,1
任泽平：注册制改革推动股权融资崛起,1
伦敦股市25日涨2.48%,1
伦敦股市26日涨1.38%,1
伦敦股市大涨100点 油价大幅回落鼓舞信心,1
伦敦金属交易所基本金属期价26日大部分上涨,1
估价300万美元画作被盗70年 今重返哈巴罗夫斯克..,1
余额宝情绪指数日评: 余额宝情绪指数上涨,1
供给侧改革利好印染与皮革行业 荐2股,1
信置中期基础盈利增75.4% 派息13仙,1
借制度优势创新服务实体经济模式,1
债市周评：资金面偏紧 收益率上行,1
元月基金密集分红 总额有望突破500亿元,1
克利夫兰联储对通胀看法乐观 料继续加息,1
全力推动云计算 IBM又花了13亿美元,1
全国省域经济竞争力排名公布：上海居首位,1
全国省域经济竞争力排名公布：沪京粤居前三,1
全国都在下降 但他们经济逆势增长,1
全球经济震荡无妨中国经济大势,1
公积金存款一年期利率上调 等同发150亿购房红包,1
共享时代催生酒店粉丝经济,1
农产品期货将开绿色通道 玻璃菜籽菜粕近期上市,1
农林牧渔板块强势领跑,1
农林牧渔板块表现抢眼 广弘控股等涨停,1
凯兰德申请新三板挂牌上市 主营自行车整车设计,1
分析师：中国资本管控方案可行，经济料不会大幅..,1
分级B强势领涨 29只基金涨幅超三成,1
刘士余表态利好A股 留意平保购25636,1
刘士余首训话 引资支持A股,1
创业板指数站上3500点,1
利好频现 股指底部显雏形,1
利尔化学开盘25.05元 开盘涨幅55.98%,1
加拿大官员：加拿大经济弹性足以适应低油价,1
北方新能源公布正面盈利预告,1
十点播报：指数开盘后上扬 煤炭石油板块领涨,1
千亿公募基金伺机入场 5板块或站上“风口“,1
午盘：两市上行沪指大涨1.64% 题材板块表现活跃(图),1
华为P8标配版仅售1899元 临沂低价热卖,1
华尔街欧元/日元技术分析:倾向在123.00上方做多,1
华尔街欧元/英镑技术分析:倾向在 0.7870上方做多,1
华硕新机飞马5000上市！1799元开售,1
华讯午评: 震荡上扬 牛市长底信号凸显,1
华讯午评:低开冲高 两类股有望唱主角,1
华讯午评:低开冲高 四类股引领绝地反击,1
华讯午评:大盘探底回升 ＂吃肉行情＂或开启,1
华讯午评:大盘跳空高开 提前埋伏两大板块,1
华讯午评:大盘震荡整理 三大板块异军突起,1
华讯午评:大盘高开高走 谁在强势逼空A股,1
华讯午评:放量长阳 四大板块燃爆做多激情,1
华讯午评:权重股力挺大盘 后市掘金三大板块,1
华讯午评:沪指高位震荡 回调是买入正当时,1
华讯午评:题材股活跃 后市两板块蓄势待发,1
南方基金关于南方转型驱动灵活配置混合型,1
"南方基金李海鹏：调预期,控风险，现稳定收益",1
卢中原：“以经济建设为中心”是非常鲜明的顶层设计(图),1
印度新财年经济增速预计达7%－7.75%,1
原油重上90美元 后市还看“地缘”,1
去年消费增长贡献率达66.4% 成经济第一驱动力,1
去年消费对我国经济增长的贡献率达到66.4%,1
又见大手笔!乐视体育1000万美元投章鱼彩票(图),1
反弹姿势未变后市将再战3000点,1
受欧股大涨提振，美股周四小幅高开,1
"台湾股市收盘升1.0%，至8,365.86点",1
台股2月25日收盘涨83点,1
周五机构强推买入 6股极度低估,1
周四机构强推买入 6股极度低估,1
唯品会发布2015年报 已连续13个季度盈利,1
四类企业股权或资产划转行为享递延纳税优惠,1
国企改革机遇大于挑战或引领牛市,1
国企改革概念爆发 大盘上演V型反转,1
国企改革概念股走强 岳阳林纸等涨停,1
国内顶尖美元基金招聘全职iOS开发,1
国务院支持“四众”企业上创业板新三板,1
国家工商总局局长：我国经济已进入创业创新繁荣期,1
国家队基金最新成绩单：华夏新经济与嘉实新机遇..,1
国家队最新成绩单：两只基金“破发”,1
国泰君安:5000点后成长股持续领跑,1
国泰君安：5000点之后成长股持续领跑,1
国研中心主任李伟：2016年中国经济处于转型再平..,1
国研中心主任李伟：2016年中国经济处于转型再平衡关键期,1
国研中心主任：今年有条件实现6.5%-7%经济增长,1
国研中心主任：今年有条件实现6.5%至7%经济增长,1
国资改革概念股多只涨停，多数行业上涨，沪指收..,1
国都证券：下跌为冲击3000点做准备 无需过度恐慌,1
国际油价25日上涨,1
国际油价3日大涨,1
国际油价七连阳 90美元“久违了”,1
国际油价大幅走高，纽约原油暴涨逾6%,1
国际油价持续上涨,1
在岸人民币收涨1.24% 创汇改以来最大涨幅,1
场外资金入市凶猛 5月1.46万亿资金涌入A股,1
基金互认 北上基金较受欢迎,1
基金公司：8、9月点心债净流出创新高,1
基金定投营销重装组合型2.0版征战弱市(图),1
基金最新调仓路线曝光：重仓10只「小鲜肉」,1
基金涉水P2P起底:类证券化股权质押等模式并行,1
外交部长王毅：中国经济不会出现硬着陆,1
外媒:4英寸5se有望为苹果再度创收55亿美元,1
外媒称中国经济正在变换步伐：这里的机遇独一无二,1
外媒：美国财长称中国须承诺人民币不会大贬值,1
外盘指引内盘飙升 豆粕利好支撑节节拔高,1
大和：安踏股价已调整 上调评级至买入,1
大摩上调友邦VNB增长预期  重申「增持」评级,1
大摩升新地（00019-HK）目标价至135元 评级「增持」,1
大摩收评： 创业板强势，指数午盘企稳反弹,1
大摩收评： 创业板百点逆转，短期关注资金分流风险,1
大摩收评： 题材板块大涨带动人气，指数低开震荡走高,1
大摩收评：两市再现单边上涨，沪指突破3900点大关,1
大摩收评：供给侧改革概念股再爆发，指数探底回升,1
大摩收评：供给侧改革逻辑发酵，产能过剩板块暴涨,1
大摩收评：创业板活跃，沪指再度逼近2750点关口,1
大摩收评：指数企稳反弹，创业板延续强势,1
大摩：內地燃气分销业有结构性改善 荐增持中国燃气,1
大摩：维持腾讯增持评级 目标价看173元,1
天保重装超700%增值率收购环保资产,1
天天快递完成A轮融资至少6亿元人民币,1
天宝股份一季净利预增约三倍 因销量大增,1
天弘代理互认基金销售渠道扩容蚂蚁聚宝上线首只..,1
天弘基金：余额宝情绪指数上涨(图),1
天晴股份新三板募资1800万元 中国银河证券领投,1
天齐鋰业控股股东一致行动人增持18.91万股,1
央企兼并重组进入活跃期 三种模式初步形成,1
央行证监会多利好齐发 机构摸脉：两会行情哪一概念将会“中彩”,1
央行重申汇改“满月” 人民币汇率双向浮动明显,1
央行马骏：央行完全有能力稳定人民币汇率,1
奥运板块强劲游资抢筹机构出货,1
好孩子姊妹公司传上市 传筹3亿美元,1
姜文正：不排除未来公司有项目在海外单独上市,1
威廉姆斯：预计美国2016年经济增长率2.25%,1
宁波海顺：换帅首日迎开门红 沪指上涨逾2%,1
宇通客车一季净利预增1.5倍 产品销量大增,1
安倍经济政策智囊称应投入5万亿日元刺激经济,1
广新控股举牌TCL集团 增持6.12亿股,1
广西：2015年林下经济产值达到714亿元,1
廖靄儿：8元买入永辉超市 上望9元,1
开盘：证监会紧急辟谣 两市高开沪指涨0.69%,1
开鑫贷宣布实现保本微利 盈利超600万元,1
引领经济新常态的“红利群”,1
德交所和伦交所谈判合并 股价双双大涨,1
德国股指DAX周四收盘上涨163.38点或1.79%，报93..,1
德央行总裁：料欧罗区经济復甦仍持续,1
快讯：两市午后延续涨势 沪指逼近3000点,1
快讯：充电桩概念股活跃 世纪星源盘中涨停,1
快讯：沪股通净买入1.25亿 沪港通双向净买入,1
快讯：黄金股午后维持高位震荡 山东黄金大涨7%,1
快递企业集体准备上市，春天到了？,1
快递巨头 上市“竞跑”,1
恒信移动：约13亿元收购东方梦幻100%股权 进入泛..,1
房产新政推高钢材需求 螺纹钢期货强劲反弹,1
房地产基金“过河”上岸,1
打开上市“冰封期”,1
抢退款 花旗一月定存5厘,1
报告：北京房价10年上涨380% 深圳涨508%,1
报告：小微企业税费负担超上市公司 呼吁提高起征点,1
招商基金:A股将震荡上扬 建议配置超跌板块,1
拜耳集团2015年利润超102亿欧元 创历史新高,1
指数探底回升 国企改革概念股支起半边天,1
指数探底回升 短期或继续反弹,1
挖掘教育理财蓝海 天弘乐享保本基金25日开始发售,1
摩根大通：燃料成本降低助推澳洲经济复苏,1
摩通降本港今年GDP至2.5%   全球经济增速加快至3.7%,1
摩通：北控呈超卖 业绩看好吁增持,1
收评：沪指V型反转上涨0.88% 国企改革主题分级股..,1
收评：沪指V型反转涨0.88% 国企改革强势上涨,1
收评：股市放量三连阳 后市行情仍可期,1
收购芝交所中国买家的发家史：资产五年增长66倍,1
改革第二年有望给股市注入“新动力”,1
教育版大众点评决胜网获批挂牌新三板,1
数说广东经济： “车轮子上”的转型升级之路,1
文化部牵头成立电竞分会 政策肯定利好电竞发展,1
新三板做市企业专利创新报告发布：三大亮点 三类成果,1
新三板首批成绩单出炉 多家公司财务指标符合创新层条件,1
新华社快讯：德国法兰克福股市DAX指数25日上涨1..,1
新华社快讯：德国法兰克福股市DAX指数26日上涨181.82点,1
新华社快讯：纽约股市三大股指25日上涨,1
新天科技获增持,1
新政“组合拳”利好楼市 关键还看落地执行,1
新疆吉木乃口岸贸易牵动中哈经济跳动的脉博(组图),1
新能源汽车获政策支持 世纪星源等涨停,1
新闻分析：一线城市房价涨幅扩大 政策加码去库存效果显现,1
无视债市阴晴 光大保德信固定收益团队“乘风破浪”,1
日媒:大众创业万众创新将成中国经济增长新引擎,1
日本股市日经225指数小幅高开,1
日本股市盘初微幅上扬 受美国股市升势带动,1
日经225指数周四开盘上涨0.43%,1
日经225指数涨幅扩大至1.4%，东证指数涨1.8%,1
易瑞来新三板募资255万元 董事长殷志文增持,1
易纲：人民币汇率将大致稳定在均衡水平,1
星展唯高达升汇控为「买入」评级,1
春节后资金面再趋紧 国债逆回购最高涨500%,1
曝尤文撬米兰天才被索8000万 追多特核心获利好,1
更多美国人自信美国经济20年后可“赶超”中国,1
曼联敲定新小罗！3100万英镑力压皇马签大将,1
有对冲基金要求雅虎加快出售核心业务,1
期待G20达成协议 携手走出经济下陷的泥潭,1
本港上月人民币存款升1.6%,1
机构上调15股评级 南京新百目标涨幅86.69%,1
李克强：人民币汇率不存在持续贬值基础,1
李慧芬：39元之下买入友邦保险 目標44.5元,1
李慧芬：成MSCI新贵 博华太平洋长线或望0.3元,1
来自香水小镇的鸢苏“靓肤小白”新上市,1
杨元庆：新财年研发投15亿美元,1
标准资源建议每持15股派2认股权证,1
森马服饰：股权激励提供相对保障 买入评级,1
楼市红利催热次中心板块二手房 刚改群体得实惠,1
楼市红利催热次中心板块二手房 刚改群体得实惠(图),1
欣旺达：签订战略合作框架 买入评级,1
欧元/英镑涨0.6%至0.7905，创14个月高点,1
欧央行3月会议宽松预期升温 欧股周四大涨,1
欧洲股市开盘大涨,1
欧美股市涨跌不一 纳指上涨0.87%,1
歌斐“S基金”曲线退出机会来临？,1
水务板块逆市拉升 江南水务涨7.43%,1
水贝传媒新三板挂牌上市,1
水贝传媒新三板挂牌上市并募资2000万元,1
汇丰料信置中期核心盈利为28亿元 按年增64%,1
汇丰：香港离岸人民币存款年底将增至1万亿,1
汇率再抢镜 G20不忘稳增长,1
江苏:作风建设要持续推进 防止出现反弹回潮,1
汽车：政策调整利好行业规范和龙头发展 荐8股,1
沪指V型反转涨0.88% 13只分级基金涨逾3%,1
沪指V形反转站稳2900点,1
沪指小幅收涨近1% 国企改革概念掀涨停潮,1
沪指巨震涨近1% 煤炭石油等权重板块护盘(图),1
沪指早盘低开0.23% 充电桩概念受捧领涨(图),1
沪指翻红重返2900点上方 创业板指跌幅收窄,1
沪指重上2400点 确立反转还需重磅政策,1
沪港通渐行渐近 恒指近6月收益遥遥领先同类平均,1
沪港通连续五日双向净买入,1
沪股通今日净买入近3亿 连续6日净流入,1
沪股通净买入近3亿元,1
沪股通半日净流入0.42亿 港股通净买入3.3亿,1
油价探底后收升3% 受汽油需求强劲支撑,1
油股业绩期将至，如趁回调作业绩前部署可留意海油购26616/中油购23912,1
油菜籽期货大跌后温和反弹,1
法国CAC40指数开盘上涨1.8%，报4229.02点,1
法国股指CAC40周四收盘上涨93.11点或2.24%，报4..,1
法巴上调华润啤酒评级至买入,1
泛欧绩优300指数周四开盘上涨0.5%；,1
波动率飙升！英镑崩跌美元重获青睐 黄金能否抓住..,1
海螺高盛四乙购Ａ(26593-HK)股价异动，上升41.667%,1
涨停板揭秘：两市69股涨停 国企改革上演救市主角..,1
深圳1月份新房成交价“脱缰” 同比涨幅超74%,1
深圳楼市涨幅领跑全国 有人承包整栋楼慢慢卖,1
深圳涨速创历史 大城市二手房或加速上涨,1
深能石油：原油高库存强势反弹,1
深赛格25日复牌 拟获注大股东45亿资产,1
深赛格复牌涨停 楼市暴涨致拟置入资产增值,1
清真认证公司都上市了，你的发财计划实施得如何？,1
渝川大宗：经济波动隐藏亮点 稳中向好态势未变,1
港交所将推数种人民币期货,1
港交所研推基金平台 助劵商销售基金,1
港媒：世界欲借两会“窥视”中国经济发展动向,1
港股四大阴霾渐散 恒指有机会上战20000点,1
湖北宜化一季净利预增逾两倍 产品售价上涨,1
滕州市政府性基金免征范围扩大,1
滴滴快的最新估值料达200亿美元,1
澳大利亚博物馆获捐罕见蛋白石 价值超100万澳元,1
"澳大利亚股市小幅走高,盘中走势震荡",1
澳媒：澳元贬值助购房热潮 中国人追逐澳洲地产,1
灵山供电公司3护航地方经济惠民生,1
热情不减 两市融资净买入继续爆量,1
热点二线楼市上演做多行情 “黄金二线”崛起？,1
热点二线楼市上演做多行情“黄金二线”崛起？,1
煤炭大省山西破经济发展困境 旅游业成改革突破口,1
煤炭开采行业:节后供应偏紧致煤价小幅上涨 八部..,1
煤炭股借改革望获超额收益 西山煤电等值得关注,1
猴市挂钩看跌QDII也获利 计算方式影响收益水平,1
猴年一二线城市房价疯涨 寻找暴跌临界点10大秘笈,1
王保安：“三新”发展是我国近年经济增长的亮点,1
王保安：人民币贬值不会成为一种趋势,1
王室座驾约14万人民币易主 买家不知前车主是女王,1
环保板块逆市走高 巴安水务涨停,1
玻璃期货周三上涨 量减仓减,1
理财通隔空PK余额宝：五天理财产品收益率破6,1
瑞银：标普500指数首轮“熊市反弹A浪”接近完成,1
甘肃两当高中生受“爱心基金”资助享免费教育（..,1
甘肃发展战略性新兴产业培育新经济增长点,1
生意社：外汇澳元上涨 澳毛条市价走强（2.22-2...,1
电力板块拉升 上海电力等2股涨停,1
电力板块活跃 华电能源上海电力涨停,1
电力板块活跃 华电能源等涨停,1
男士护肤品保湿类热卖 部分新品上市即打折,1
百亿盈馀拨入未来基金,1
百度Q4业绩超华尔街预期 盘后大涨11.24%,1
盈利概率80%以上的恒指期货免费喊单,1
盐城公积金存款利率调高执行 缴存职工账户每年合..,1
盘点：沪指涨1.82% 创业板指涨2.1%,1
社保基金出手 百亿资金今起入市,1
社保基金增资多家公募基金 百亿资金今日入市,1
离岸人民币短线飙涨 离/在岸接近平价,1
私募基金：短期反弹尚未结束 供给侧改革机会明显,1
科技创新孕育中国经济新动能,1
科技工作要为经济发展不断提供新动能创造新的增..,1
稳健铸就金牛债基 鹏华基金固定收益“金牛”满屋,1
稳定可靠 华硕主板B85 M-K特价399元,1
空客发布2015年财报 收入增长6%达到645亿欧元,1
空巴去年盈利升15%,1
立思辰復牌涨停 机构青睞看高至30元,1
管清友：中国经济2016可能会有反弹 但一定没有反..,1
纽约期金周五收涨1.6%报1090.70美元,1
纽约股市三大股指25日上涨,1
纽约股市股指1日震荡收高,1
经典款低价热卖 苹果iPhone 5S售2199,1
经济新常态下佛山民营企业的坚守与蜕变,1
统计局:1月房价环比涨幅扩大 一线城市上涨明显,1
统计局解读1月房价数据:环比涨幅扩大 一线城市上涨明显,1
统计局：1月份70城房价涨幅继续扩大 一线上涨明显(组图),1
统计局：1月份房价环比涨幅扩大 一线城市上涨明显(图),1
综合化融资支持岛城经济新强态,1
"美元/人民币周三收涨,续受中间价引导",1
美元债避险效应明显 华安全球美元收益债基受追捧,1
美元兑日元自低点反弹，关键支撑位依然固守,1
美元指数扩大涨幅至97.75，刷新三周高位,1
美国去年第四季度经济增速上调至1%,1
美国国债收益率升至日高，10年期国债收益率升至..,1
美国拍卖3个月短期国库券，收益率为0.320%，认购..,1
美联储威廉姆斯：经济前景支持美联储的加息决定,1
美股倒升 分析员﹕港股可高开,1
美股周四小幅高开 1月耐用品订单大超预期,1
美股收高纳指涨0.87% 油价反弹抵消疲软数据影响,1
美银美林料新地中期核心盈利多赚12%,1
美银美林维持信置买入评级 看13.4元,1
美银美林重申买入恒安 看78元,1
美银美林降领展每基金单位分派2%,1
耐克创始人奈特向斯坦福捐赠4亿美元,1
职场：2006薪水看涨职位排行榜,1
联合国：中国缴清2016年常规会费 超1.96亿美元,1
联合满减 华硕主板一年换新更实惠,1
联想集团全年营收463亿美元,1
胜负彩2016031期盘口分析：拜仁低水盘势利好,1
臭鸡粪也能助力三农经济发展,1
舌尖上的IPO——民营“富豪餐厅”赴港上市,1
节后收益未降理财产品受热捧 理财规划师需求同比..,1
花旗上调友邦目标价至47.4元,1
花旗料税前多赚22% 麦格理忧降派息,1
英国2015年第四季度经济增长0.5%,1
英国6月公投是否“脱欧” 若脱欧可省百亿英镑,1
英国国十年期国债收益率上升1个基点，至1.54%,1
英国央行副行长坎利夫：英国经济增速稳定,1
英镑/美元触及1.3983的日内高点,1
茅台：A浪超级调整完成 B浪大反弹正待上演,1
荣耀7全网通版促销2320元 济南低价促销,1
菜鸟数据揭秘：斥资超200亿全国拿地建仓储,1
蔡若瑜：周三美元指数连续第三个交易日上扬！,1
西安饮食：高管增持彰显公司发展信心 增持评级,1
西都石油：美油收复32关口，油价强劲反弹,1
西非股市本周开盘迎来小幅上涨,1
证监会回应注册制等传闻 两市高开沪指涨0.69%(图),1
调查显示：内地基金持仓建议按月升3%   至79%,1
豆粕强麦抗跌或迎来反弹,1
财政部下周一在港发140亿国债 20亿售予本港居民,1
财新调查显示人民币下半年升值约2%,1
财经观察：美专家3预期中国经济改革前景,1
资产荒下投连险意外火爆 去年炒股平均收益超38%,1
资源税方案延迟出台 煤炭股集体强势反弹,1
辜胜阻展望2016年两会六大经济热点,1
达安基因：龙头达安笑傲江湖 强烈推荐评级,1
近三天多空拉锯2900点沪指昨创近期反弹新高,1
近期海外上市 自由侠推出新特别版车型,1
这次有1.5T小排量发动机了！新君越下个月就上市,1
进口大众顺势之作，高尔夫GTE热力上市,1
连续上涨16个月均价突破5万 深圳楼市须祛“虚火”,1
连续上涨16个月均价突破5万元 深圳楼市须祛“虚火”,1
逆袭新生 资生堂专业美发普盈丝丰盈系列臻美上市,1
道指周五开盘上涨0.18%报16514.10点,1
郑糖期货高开高走 期价重返20日均线之上,1
郭台铭终如愿 62亿美元购声宝,1
金价逆转早盘跌幅，受避险需求和基金买盘提振,1
金宝汤第四财季盈利超预期,1
金市继续走高 黄金ETF大幅增仓,1
鑫元基金张明凯：“债市强”逻辑未变,1
钢铁股持续上涨 汇添富鹏华“押宝”初战告捷,1
铁矿石谈判收尾 钢铁板块“高调”打破沉寂,1
铝价创历史新高提振铝业股 关铝股份速涨停,1
银证高盛五三购Ａ(12696-HK)股价异动，上升25.442%,1
销售目标110亿美元 耐克2016年加码女性产品,1
锂电企业抢滩登陆新三板,1
长信科技8亿增资比克动力电池 获10%股权,1
长江经济带招聘会内江引才 技能型民工成“抢手货..,1
陈家强：拟引入开放式公司形式   方便对冲基金以港为基地,1
陈文：黄金有望震荡上涨,1
陈鹭芸获多方关怀 中国妇女发展基金会发起募捐,1
陌陌任命蔡崇信为董事 股价随之大涨19.76%,1
青州经济开发区过节不忘计生政策宣传,1
青菜高价位仍将持续一周,1
静待白银跑赢黄金实体经济涅槃,1
韩国企划财政部：最近家庭债务大增有利于经济复苏,1
预期政府将追求人民币兑一篮子汇率相对稳定，兑..,1
首创期货：钢铁上下游释放利好 钢矿延续震荡,1
首钢整体上市进行时：停牌或为筹备首钢矿业的注入,1
香江控股16日复牌 拟23.6亿收购物业资产,1
香港上市ETF全免印花税 分析称有望带动窝轮,1
香港中旅逆市涨8% 控股股东拟战略重组,1
香港轮证成交称冠全球 A股ETF窝轮成新宠,1
马骏：央行完全有能力稳定人民幣汇率,1
高盛与IEA齐报佳音 油价抽逾5%,1
高盛发布最新报告：欧央行3月将加码宽松,1
高盛哈继铭：中国的影响力究竟有多大？,1
高盛：友邦新业务价值及派息优胜 资本巩固,1
高盛：维持新世界买入评级 目标价11元,1
鲁能亚冠次战获利好 武里南锋线大将伤停3个月,1
麻生太郎忧圆汇涨幅过大,1
黄金1200美元/盎司关口支撑稳固,1
黄金上摸千二五零 涨势仍视避险而定,1
黄金强势反弹 抄在了半山腰的大妈笑着解套？,1
黄金股逆市大涨 全球避险情绪升温,1
龙虎榜追踪：机构净卖出4亿元 抢筹这10股（附名..,1
龙讯财经:美储加息态度3风险缓解金价冲高回落,1
龚申猛：金银维持春节大涨后宽幅整理，原油通道..,1
Ａ股低开高走又吓人一跳 沪指2900点失而复得,1
股价腰斩奥拓电子终止重组,-1
胜利油田要哭了：去年亏损92亿拟关4个油田,-1
(短标)上海黄金交易所白银T+D周四午盘盘初下跌0..,-1
(短标)中国股市尾盘前恐慌情绪弥漫，三大指数大..,-1
(短标)亚特兰大联储主席洛克哈特：加息将会给银..,-1
(短标)创业板指数下跌1.23%，报2190.81点,-1
(短标)创业板指数暴跌6.83%，报2053.27点，2000..,-1
(短标)创业板指数暴跌7.42%，报2040.21点,-1
(短标)意大利1月非欧盟贸易帐赤字4.95亿欧元，前..,-1
(短标)日经225指数周三收盘下跌136.26点，跌幅0..,-1
(短标)标普：预计俄罗斯2016年实际GDP将萎缩1.3%,-1
(短标)澳大利亚ASX200指数周三收盘下跌104.59点..,-1
(短标)英国外交大臣哈蒙德：英镑下跌意味着英国..,-1
(短标)英镑/美元扩大跌幅，创2009年3月以来新低..,-1
*DJ 上证综指跌幅扩大至4.35%，报2801点,-1
*DJ 上证综指跌幅扩大，现跌4.3%，报2802.65点,-1
*DJ 上证综指跌幅扩大，现跌5.2%，报2778点,-1
*DJ 最新40年期日本国债收益率降至历史低点0.990%,-1
"*DJ 深证综指收跌7.3%,至1738.67点；创业板跌7.6%,至2037.14点",-1
*DJ 英镑跌至1.3954美元，为2009年3月以来最低水平,-1
15.6英寸纤薄本 戴尔灵越15 5000跌破4K1,-1
19日人民币对美元汇率中间价下跌6个基点,-1
1月CPI涨幅扩大 低通胀格局将延续,-1
1月缩水1.14万亿公募基金蒸发创纪录,-1
2015年保险资管产品注册规模2700亿 “资产荒”致配置压力大增(图),-1
2016年首日 A股累环球股市全面下挫,-1
2016年首期北京普通小客车摇号中签率暴跌至0.15%,-1
24日中小板指跌0.21%,-1
25日中小板指跌7.36%,-1
25日人民币对美元汇率中间价温和下跌,-1
25日创业板指跌7.56%,-1
26日人民币对美元汇率中间价继续小幅下跌,-1
26日创业板指跌1.09%,-1
2月25日开盘必读：2016或成新三板券商“监管年”,-1
2月股市最大一跌千股跌停再现,-1
3000点攻坚战一触即发 A股难改弱势反弹格局？,-1
59只基金深陷高铁泥潭 南方隆元亏损最重,-1
5只创业板退市危机股让15家基金公司中招,-1
9月加息渺茫 拆仓潮美元挫 资金涌入欧罗日圆美债避难,-1
Abercrombie&Fitch美国销量下跌14%,-1
ACY:澳元兑美元震荡走低关注澳商投数据及中国股市,-1
AETOS:美联储加息可能犹在负利率目前仍是幻想,-1
A股“倒春寒”：人均损失逾6万 两市蒸发3.21万亿,-1
A股“魔咒”再现 逢大会必跌呈常态,-1
A股“黑周四”再度暴跌6.75% 黄金避险升温不退,-1
A股创熔断暂停以来最大跌幅 3因素诱发千股跌停,-1
A股半日跌3.6% 多行业板块重挫逾6%,-1
A股又现“千股跌停” 机构判断再度非理性大跌概率不大(图),-1
A股多空分歧严重 暴跌过后如何操作看这里,-1
A股成“惊弓之鸟” 第四轮暴跌将至？,-1
A股收盘放量暴跌逾6%跌破2750点 1200股跌停,-1
A股暴跌为何会反复发生？,-1
A股暴跌货基大赎回 1月公募规模缩水逾万亿元,-1
A股累港股挫303点  中资券商与內险重伤,-1
A股遭遇深幅调整　两市再现“千股跌停”,-1
BDI跌无可跌 商品趋势并未反转,-1
C罗关键数据暴跌 铁证暗示皇马头牌真要走人,-1
DJ 长期日本国债收益率创历史新低,-1
easyforex：英国退欧风险致使英镑暴跌，油价暴跌..,-1
Formax:退欧忧虑持续发酵 英镑跌至七年低位,-1
fxpro：英镑的困扰,-1
G20公告草案：全球经济复苏难以达到预期,-1
G20汇率政策合作：沟壑难平,-1
GDP数据后欧元/英镑在0.7900附近挣扎,-1
GQY视讯：下跌中出这样的利空 你懂得是要做什么了,-1
GQY视讯：乐观了，现实很残酷！公司最大的想象空间应是超募资金的投向！毕竟上市5年了！但就公司高管的能力和气度，注定成不了气候！,-1
